Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Région,01 - Bas-Saint-Laurent,17,9,703,1118,761,80,12,1190,1498,54,50.46875,304.37090774
Région,02 - Saguenay-Lac-Saint-Jean,28,17,856,1316,1011,115,20,1551,1792,80,49.173795992,303.51211487
Région,03 - Capitale-Nationale,75,27,1454,3379,1596,251,218,2949,3833,106,50.016366853,301.22943085
Région,04 - Mauricie,35,20,957,1857,1125,114,66,1895,2213,64,49.82473223,303.062074
Région,05 - Estrie,60,32,1544,2613,1679,217,227,2751,3394,126,49.095362083,287.14467046
Région,06 - Montréal,236,144,3508,10540,5710,631,4514,8980,11789,378,49.900572969,281.10260484
Région,07 - Outaouais,45,22,909,1685,1127,181,192,1864,2105,79,49.04686319,276.01284958
Région,08 - Abitibi-Témiscamingue,17,8,434,553,440,63,8,704,811,29,49.59669967,301.68910891
Région,09 - Côte-Nord,11,5,230,327,248,28,7,369,480,15,49.306242638,309.48763251
Région,10 - Nord-du-Québec,3,0,45,106,73,14,1,91,150,3,44.609958506,246.70539419
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,9,384,532,486,52,9,686,797,25,50.408631153,310.39986514
Région,12 - Chaudière-Appalaches,32,15,1098,1512,971,155,40,1723,2060,80,49.117631509,291.1371927
Région,13 - Laval,39,23,769,1291,908,101,653,1440,1691,103,47.911529863,253.92654104
Région,14 - Lanaudière,51,23,1138,1828,1406,195,124,2127,2514,153,47.266321913,273.59017453
Région,15 - Laurentides,37,25,1306,2389,1630,201,163,2590,2998,134,48.15658554,275.50733715
Région,16 - Montérégie,128,72,2806,5242,3418,322,667,5547,6441,288,48.000667334,275.0298632
Région,17 - Centre-du-Québec,45,16,696,1243,841,110,53,1331,1620,58,49.36496103,288.29108777
Région,Région inconnue,1,1,41,42,20,6,5,42,69,6,48.756756757,316.47747748
