Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - DES,113,49,301,5910,2900,287,634,4611,4949,34,51.771338912,271.8332636
Diplôme maximum obtenu,Secondaire - DEP,24,11,80,1500,1074,94,93,1370,1413,1,55.608336328,304.24901186
Diplôme maximum obtenu,Secondaire - ASP,4,4,11,145,104,5,17,110,163,0,55.216117216,297.18681319
Diplôme maximum obtenu,Collégial - AEC,7,4,0,432,258,31,68,371,361,0,54.143442623,246.82786885
Diplôme maximum obtenu,Collégial - DEC général,7,3,5,714,197,24,93,452,498,0,53.04,263.28210526
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,3,715,292,39,88,578,488,0,53.534709193,235.79080675
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,258,88,13,52,182,179,0,54.113573407,246.56509695
Diplôme maximum obtenu,Universitaire - Baccalauréat,13,4,2,811,259,41,214,583,547,0,54.748672566,232.99026549
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,4,1,0,133,54,10,52,102,100,0,56.445544554,214.82673267
Diplôme maximum obtenu,Inconnu,276,118,11127,9492,6804,1349,2739,12589,16577,1099,45.817458685,269.92240966
Durée cumulative,Premier mois,0,0,0,0,0,5,0,1,4,4,26.4,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,27,2,12,15,21,26.666666667,3.2962962963
Durée cumulative,De 6 à 11 mois,0,0,0,0,4,42,4,18,28,32,29.304347826,8.8695652174
Durée cumulative,De 12 à 23 mois,0,0,0,6,8,131,5,73,72,91,32.503448276,17.820689655
Durée cumulative,De 24 à 47 mois,2,0,3,21,22,276,27,130,194,195,33.487654321,36.12654321
Durée cumulative,De 48 à 119 mois,86,60,2159,3881,2260,482,1112,3501,5427,1416,34.893705197,92.947244624
Durée cumulative,120 mois et plus,791,404,16674,33476,21303,1743,5554,34105,40286,0,51.084526354,310.63166243
Types de diagnostics,Visuel,879,0,0,0,0,0,121,378,501,5,51.038680319,296.20591581
Types de diagnostics,Auditif et de la parole,0,464,0,0,0,0,69,250,214,4,49.980603448,279.56465517
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18836,0,0,0,832,8713,10123,491,44.600074326,304.0381185
Types de diagnostics,Santé mentale,0,0,0,37384,0,0,3206,15510,21874,673,49.485314573,281.89944896
Types de diagnostics,Physique,0,0,0,0,23597,0,2278,11744,11853,195,52.459041404,285.45539687
Types de diagnostics,Autres,0,0,0,0,0,2706,198,1245,1461,391,49.35218034,207.48669623
Région,01 - Bas-Saint-Laurent,19,12,713,1137,784,71,10,1218,1518,50,50.760964912,306.55372807
Région,02 - Saguenay-Lac-Saint-Jean,32,19,868,1310,1031,110,20,1560,1810,85,49.269732938,304.32818991
Région,03 - Capitale-Nationale,75,28,1480,3408,1613,234,199,2995,3843,103,50.153407429,301.26996198
Région,04 - Mauricie,34,22,948,1859,1127,116,63,1905,2201,64,49.944227959,304.00511447
Région,05 - Estrie,64,32,1539,2592,1677,207,214,2767,3344,129,49.116020291,286.75339552
Région,06 - Montréal,236,142,3488,10506,5752,620,4407,8946,11798,380,49.949527574,281.06199383
Région,07 - Outaouais,44,24,909,1659,1153,166,190,1861,2094,88,49.090265487,275.70619469
Région,08 - Abitibi-Témiscamingue,18,8,426,560,448,59,7,701,818,22,49.911125741,304.16524029
Région,09 - Côte-Nord,11,5,235,327,258,25,5,375,486,14,49.588850174,310.16376307
Région,10 - Nord-du-Québec,3,0,45,101,74,12,1,87,148,1,44.34893617,249.33617021
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,391,520,479,50,9,679,789,24,50.489100817,311.97070845
Région,12 - Chaudière-Appalaches,33,15,1104,1502,1000,135,42,1751,2038,75,49.230667722,291.63525996
Région,13 - Laval,32,20,730,1254,863,90,570,1365,1624,93,47.841753095,257.66778187
Région,14 - Lanaudière,49,23,1157,1795,1389,181,122,2111,2483,139,47.508924684,276.03308663
Région,15 - Laurentides,33,22,1294,2372,1627,202,159,2591,2959,142,48.337657658,276.06504505
Région,16 - Montérégie,129,70,2794,5182,3443,313,628,5552,6379,290,48.167714358,276.41069483
Région,17 - Centre-du-Québec,46,14,676,1265,861,110,52,1341,1631,59,49.623485868,288.14333782
Région,Région inconnue,1,0,39,35,18,5,6,35,63,1,49.428571429,324.13265306
