Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Primaire,78,57,3263,2241,1681,191,663,3272,4239,339,46.52616163,293.69058714
Scolarité,Secondaire I à IV,281,168,3881,13175,8498,546,1485,11787,14762,271,50.424724095,309.15254812
Scolarité,Secondaire V,182,85,762,8257,4798,475,1260,6964,7595,64,52.752455526,280.58905145
Scolarité,Collégiale,47,23,29,3449,1387,183,569,2550,2568,0,52.898202423,261.93337241
Scolarité,Universitaire,41,15,7,2089,741,87,640,1451,1529,0,54.740268456,244.43892617
Scolarité,Inconnue,243,111,10821,8221,6045,1378,2386,11466,15353,1143,44.949960849,268.54129535
Diplôme maximum obtenu,Aucun diplôme,421,249,7508,17324,11350,853,2778,16769,20936,642,49.837475136,303.29887283
Diplôme maximum obtenu,Secondaire - DES,108,50,314,6002,2922,305,669,4661,5040,29,51.73518194,271.60416452
Diplôme maximum obtenu,Secondaire - DEP,24,12,79,1511,1074,103,102,1361,1442,3,55.69175883,303.71744559
Diplôme maximum obtenu,Secondaire - ASP,3,4,12,142,101,4,17,104,162,0,55.590225564,305.22932331
Diplôme maximum obtenu,Collégial - AEC,8,4,0,440,263,34,70,387,362,0,54.11481976,248.17489987
Diplôme maximum obtenu,Collégial - DEC général,8,3,6,729,197,22,107,465,500,0,53.09015544,264.08082902
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,5,735,300,42,96,590,509,0,53.57688808,234.09372157
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,251,89,12,58,183,172,0,53.811267606,243.09014085
Diplôme maximum obtenu,Universitaire - Baccalauréat,12,5,4,834,270,39,231,601,563,0,54.740549828,230.77920962
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,6,2,0,136,57,10,57,106,105,0,56.308056872,213.34123223
Diplôme maximum obtenu,Inconnu,272,120,10835,9328,6527,1436,2818,12263,16255,1143,45.526895294,268.90220212
Durée cumulative,Premier mois,0,0,0,0,0,6,2,3,3,5,24.333333333,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,46,3,19,27,39,23.782608696,3.652173913
Durée cumulative,De 6 à 11 mois,0,0,0,0,0,60,2,27,33,44,27.483333333,8.8166666667
Durée cumulative,De 12 à 23 mois,0,0,1,2,1,120,7,45,79,93,28.516129032,16.951612903
Durée cumulative,De 24 à 47 mois,1,1,3,20,26,281,27,147,185,214,31.626506024,36.388554217
Durée cumulative,De 48 à 119 mois,93,56,2109,3949,2274,631,1258,3614,5498,1422,34.898266023,92.649912204
Durée cumulative,120 mois et plus,778,402,16650,33461,20849,1716,5704,33635,40221,0,50.918828531,310.20630687
Types de diagnostics,Visuel,872,0,0,0,0,0,138,377,495,8,51.10206422,297.27981651
Types de diagnostics,Auditif et de la parole,0,459,0,0,0,0,76,242,217,6,49.649237473,273.7211329
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18763,0,0,0,886,8701,10062,446,44.549059319,303.92000213
Types de diagnostics,Santé mentale,0,0,0,37432,0,0,3314,15241,22191,628,49.181368882,280.7781043
Types de diagnostics,Physique,0,0,0,0,23150,0,2375,11628,11522,179,52.487732181,285.58920086
Types de diagnostics,Autres,0,0,0,0,0,2860,214,1301,1559,550,47.65979021,196.12447552
Région,01 - Bas-Saint-Laurent,17,9,701,1094,751,84,13,1171,1485,54,50.38064759,304.21310241
Région,02 - Saguenay-Lac-Saint-Jean,28,17,851,1303,993,116,23,1534,1774,77,49.149334946,303.61366385
Région,03 - Capitale-Nationale,70,27,1439,3362,1614,250,226,2938,3824,118,49.924430642,300.70999704
Région,04 - Mauricie,35,18,948,1841,1094,115,68,1865,2186,65,49.73241175,302.52678351
Région,05 - Estrie,59,32,1527,2610,1645,220,232,2725,3368,132,49.010996225,287.26834072
Région,06 - Montréal,231,141,3483,10475,5636,634,4502,8868,11732,379,49.861067961,281.09378641
Région,07 - Outaouais,45,23,898,1697,1111,180,192,1852,2102,83,48.980778958,275.97698533
Région,08 - Abitibi-Témiscamingue,17,8,426,550,430,63,7,696,798,31,49.564926372,302.22222222
Région,09 - Côte-Nord,11,5,231,319,233,28,7,363,464,14,49.30471584,311.79081016
Région,10 - Nord-du-Québec,3,0,44,94,69,14,1,90,134,5,44.901785714,250.34821429
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,378,535,485,55,10,679,802,25,50.328156651,308.75557056
Région,12 - Chaudière-Appalaches,32,15,1086,1510,975,158,41,1713,2063,90,48.898569915,289.10672669
Région,13 - Laval,40,23,758,1297,903,106,667,1429,1698,104,47.780620403,252.65302207
Région,14 - Lanaudière,49,22,1144,1826,1395,195,132,2110,2521,154,47.065212697,272.4996761
Région,15 - Laurentides,36,25,1313,2391,1603,204,162,2592,2980,131,48.088119167,276.32609476
Région,16 - Montérégie,132,71,2798,5244,3359,323,660,5513,6414,283,47.918671921,275.34501551
Région,17 - Centre-du-Québec,46,14,697,1245,833,110,55,1309,1636,66,49.069949066,286.00611205
Région,Région inconnue,1,1,41,39,21,5,5,43,65,6,48.907407407,314.49074074
