Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Région,07 - Outaouais,46,22,888,1707,1102,176,194,1836,2105,83,48.911951281,275.40573459
Région,08 - Abitibi-Témiscamingue,17,8,422,548,425,64,8,692,792,34,49.523584906,301.69609164
Région,09 - Côte-Nord,11,5,226,315,227,28,7,350,462,13,49.161330049,310.43842365
Région,10 - Nord-du-Québec,3,0,43,97,65,13,1,87,134,5,44.923076923,250.28054299
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,375,524,467,55,10,661,788,25,50.124223602,307.41614907
Région,12 - Chaudière-Appalaches,33,16,1075,1525,968,156,42,1719,2054,89,48.857407898,288.51179433
Région,13 - Laval,41,24,754,1309,900,106,673,1446,1688,108,47.701021059,251.41799617
Région,14 - Lanaudière,46,22,1147,1836,1400,205,134,2109,2547,161,46.967998282,271.89347079
Région,15 - Laurentides,35,22,1307,2387,1585,212,163,2579,2969,145,47.928442682,275.85508291
Région,16 - Montérégie,134,70,2785,5247,3343,337,673,5496,6420,293,47.820241692,274.22633434
Région,17 - Centre-du-Québec,45,15,689,1249,827,105,55,1294,1636,61,49.027303754,286.90511945
Région,Région inconnue,1,0,36,37,21,5,6,44,56,5,49.6,316.78
