Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Région,04 - Mauricie,35,18,947,1834,1104,114,66,1868,2184,66,49.767028628,302.94447187
Région,05 - Estrie,59,33,1532,2613,1659,218,232,2729,3385,136,49.048086359,287.53320249
Région,06 - Montréal,234,140,3485,10490,5668,636,4500,8905,11748,377,49.855565777,280.90059556
Région,07 - Outaouais,45,23,903,1702,1116,178,194,1858,2109,82,49.025964205,276.1920847
Région,08 - Abitibi-Témiscamingue,17,8,430,550,435,63,7,698,805,30,49.55156354,301.63539587
Région,09 - Côte-Nord,11,5,232,321,237,30,7,366,470,14,49.251196172,310.49880383
Région,10 - Nord-du-Québec,3,0,44,95,69,14,1,89,136,4,44.96,250.40888889
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,380,533,486,54,10,680,801,25,50.303848751,309.08710331
Région,12 - Chaudière-Appalaches,32,15,1085,1507,969,154,40,1712,2050,80,49.010632642,290.317916
Région,13 - Laval,39,23,764,1293,907,105,661,1428,1703,109,47.789204727,252.89013095
Région,14 - Lanaudière,49,21,1147,1824,1391,197,131,2110,2519,157,47.092244545,272.51112551
Région,15 - Laurentides,37,25,1313,2396,1604,202,161,2593,2984,132,48.063474987,275.78339609
Région,16 - Montérégie,129,72,2796,5257,3354,320,660,5523,6405,284,47.918594903,275.22937626
Région,17 - Centre-du-Québec,46,14,697,1250,836,111,56,1315,1639,66,49.132362898,286.30467163
Région,Région inconnue,1,1,42,41,22,6,5,44,69,6,48.946902655,314.65486726
