Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 2 à 5 mois,0,0,0,1,0,41,3,20,22,36,23.261904762,3.5
Durée cumulative,De 6 à 11 mois,0,0,0,1,0,72,4,34,39,61,23.698630137,8.2739726027
Durée cumulative,De 12 à 23 mois,0,0,0,0,1,153,10,52,102,118,27.584415584,17.448051948
Durée cumulative,De 24 à 47 mois,1,0,4,20,23,287,25,156,179,219,31.531343284,37.2
Durée cumulative,De 48 à 119 mois,93,51,2090,3988,2249,655,1298,3592,5534,1399,34.904777559,92.988603989
Durée cumulative,120 mois et plus,770,401,16531,33287,20590,1698,5696,33261,40016,0,50.844548767,309.80927167
Types de diagnostics,Visuel,864,0,0,0,0,0,139,373,491,8,51.144675926,298.53472222
Types de diagnostics,Auditif et de la parole,0,452,0,0,0,0,77,233,219,3,49.586283186,276.40929204
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18625,0,0,0,902,8621,10004,439,44.476134228,303.05632215
Types de diagnostics,Santé mentale,0,0,0,37297,0,0,3323,15098,22199,599,49.082365874,280.31192857
Types de diagnostics,Physique,0,0,0,0,22863,0,2371,11475,11388,156,52.490836723,285.46520579
Types de diagnostics,Autres,0,0,0,0,0,2914,225,1317,1597,636,46.75566232,191.39876458
Région,01 - Bas-Saint-Laurent,17,9,698,1111,730,88,15,1159,1494,58,50.310214851,303.98190727
Région,02 - Saguenay-Lac-Saint-Jean,30,16,840,1279,985,115,23,1519,1746,76,49.086064319,303.00245023
Région,03 - Capitale-Nationale,70,27,1425,3344,1590,247,226,2903,3800,123,49.835596002,300.10204386
Région,04 - Mauricie,33,19,947,1819,1081,113,71,1840,2172,63,49.599700897,301.93095713
Région,05 - Estrie,58,29,1516,2594,1620,224,236,2690,3351,122,48.96573415,287.16536997
Région,06 - Montréal,227,142,3471,10375,5562,648,4495,8758,11667,365,49.784332925,280.86144431
Région,07 - Outaouais,46,23,884,1709,1103,174,195,1831,2108,82,48.903021071,275.2480325
Région,08 - Abitibi-Témiscamingue,17,8,424,545,421,63,9,686,792,35,49.416779432,301.15020298
Région,09 - Côte-Nord,11,5,224,311,226,28,7,348,457,13,49.137888199,309.52298137
Région,10 - Nord-du-Québec,3,0,43,96,63,13,1,86,132,5,44.73853211,250.25229358
Région,11 - Gaspésie-Îles-de-la-Madeleine,21,8,374,521,467,55,10,659,787,24,50.165975104,308.13762102
Région,12 - Chaudière-Appalaches,32,15,1068,1518,965,159,43,1705,2052,94,48.833111525,288.36944371
Région,13 - Laval,40,24,756,1319,900,109,677,1448,1700,108,47.717598475,251.22681067
Région,14 - Lanaudière,45,22,1146,1827,1403,211,136,2102,2552,164,46.960249248,271.90782123
Région,15 - Laurentides,34,21,1303,2401,1580,217,165,2574,2982,152,47.860151188,275.19186465
Région,16 - Montérégie,133,70,2782,5250,3320,340,668,5481,6414,292,47.817822615,274.03825137
Région,17 - Centre-du-Québec,46,14,688,1238,826,104,55,1285,1631,59,49.009259259,287.03840878
Région,Région inconnue,1,0,36,40,21,6,5,43,61,6,49.480769231,311.41346154
