Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - DEC professionnel,7,9,4,740,294,49,101,594,509,1,53.506799637,233.78422484
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,235,85,10,57,168,165,0,53.828828829,251.25825826
Diplôme maximum obtenu,Universitaire - Baccalauréat,11,7,4,816,265,44,244,598,549,0,54.650392328,230.58936356
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,3,1,0,130,60,11,59,107,98,0,56.224390244,213.10731707
Diplôme maximum obtenu,Inconnu,258,118,10377,9059,6106,1679,2826,11727,15870,1383,44.90970033,265.28129869
Durée cumulative,Premier mois,0,0,0,0,0,12,1,5,7,10,22.916666667,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,70,7,28,42,65,20.328571429,3.3285714286
Durée cumulative,De 6 à 11 mois,0,0,1,0,0,111,15,41,71,97,22.9375,8.625
Durée cumulative,De 12 à 23 mois,0,0,0,5,2,227,18,97,137,203,23.58974359,17.354700855
Durée cumulative,De 24 à 47 mois,0,1,7,19,11,370,33,152,256,292,29.245098039,34.924019608
Durée cumulative,De 48 à 119 mois,94,58,1923,3947,2080,829,1345,3478,5453,1461,34.666218788,92.968312619
Durée cumulative,120 mois et plus,760,387,16360,32713,19808,1610,5652,32336,39302,0,50.593009297,308.92792931
Types de diagnostics,Visuel,854,0,0,0,0,0,134,365,489,7,51.028103044,297.59484778
Types de diagnostics,Auditif et de la parole,0,446,0,0,0,0,83,238,208,2,49.621076233,273.47085202
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18291,0,0,0,944,8476,9815,383,44.436826855,302.87507517
Types de diagnostics,Santé mentale,0,0,0,36684,0,0,3298,14594,22090,566,48.766982881,279.3912605
Types de diagnostics,Physique,0,0,0,0,21901,0,2353,11056,10845,138,52.463357838,286.55974613
Types de diagnostics,Autres,0,0,0,0,0,3229,259,1408,1821,1032,43.119851347,167.13038092
Région,01 - Bas-Saint-Laurent,15,7,675,1082,707,97,19,1133,1450,64,50.036778939,300.81842818
Région,02 - Saguenay-Lac-Saint-Jean,29,12,815,1279,935,126,23,1463,1733,83,48.757822278,301.14267835
Région,03 - Capitale-Nationale,65,26,1398,3212,1533,263,233,2817,3680,135,49.622595044,299.89672156
Région,04 - Mauricie,35,17,920,1754,1026,116,69,1762,2106,75,49.221302999,302.43898656
Région,05 - Estrie,60,30,1476,2564,1534,243,243,2597,3310,141,48.619095988,285.81513459
Région,06 - Montréal,224,142,3426,10092,5280,709,4429,8466,11407,450,49.388668042,279.20646103
Région,07 - Outaouais,43,21,873,1683,1072,185,198,1776,2101,87,48.706474078,274.55738973
Région,08 - Abitibi-Témiscamingue,14,8,421,546,393,69,9,661,790,30,49.064093728,299.11922812
Région,09 - Côte-Nord,9,4,217,303,218,33,7,335,449,20,48.705357143,304.19515306
Région,10 - Nord-du-Québec,3,0,43,89,67,14,1,86,130,3,44.62037037,251.63888889
Région,11 - Gaspésie-Îles-de-la-Madeleine,19,8,363,507,437,58,11,644,748,31,49.856321839,306.07471264
Région,12 - Chaudière-Appalaches,29,14,1046,1526,953,184,51,1704,2048,121,48.514658849,285.40485075
Région,13 - Laval,42,27,761,1321,880,134,703,1430,1735,108,47.58135861,249.73080569
Région,14 - Lanaudière,44,20,1150,1840,1368,236,143,2096,2562,173,46.62838128,270.16831258
Région,15 - Laurentides,36,22,1258,2374,1512,242,171,2488,2956,185,47.542983101,273.88592946
Région,16 - Montérégie,137,74,2744,5260,3172,406,694,5386,6407,356,47.459933859,271.99643857
Région,17 - Centre-du-Québec,48,14,662,1213,794,110,59,1254,1587,62,48.68532207,287.69200986
Région,Région inconnue,2,0,43,39,20,4,8,39,69,4,48.601851852,305.62962963
