Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Région,05 - Estrie,58,30,1489,2583,1576,234,243,2643,3327,133,48.701005025,286.42110553
Région,06 - Montréal,228,145,3449,10248,5430,682,4456,8609,11573,420,49.550490536,280.21375483
Région,07 - Outaouais,44,22,878,1709,1079,187,197,1801,2118,93,48.68384792,273.77698392
Région,08 - Abitibi-Témiscamingue,16,8,416,533,400,66,8,658,781,25,49.19666435,300.72133426
Région,09 - Côte-Nord,10,5,219,302,220,34,6,338,452,18,48.883544304,307.41139241
Région,10 - Nord-du-Québec,3,0,45,92,69,15,1,92,132,4,44.758928571,252.48214286
Région,11 - Gaspésie-Îles-de-la-Madeleine,21,8,370,519,447,59,11,657,767,28,50.049157303,306.06601124
Région,12 - Chaudière-Appalaches,30,16,1056,1532,957,174,50,1716,2049,118,48.538379814,285.87702523
Région,13 - Laval,41,28,766,1303,890,128,703,1438,1718,111,47.708808619,249.99397972
Région,14 - Lanaudière,44,22,1149,1849,1369,235,141,2107,2561,187,46.774635818,270.54048843
Région,15 - Laurentides,36,21,1278,2374,1540,236,166,2511,2974,174,47.568824066,274.26563355
Région,16 - Montérégie,133,76,2772,5260,3235,398,690,5450,6424,358,47.573690416,272.38630622
Région,17 - Centre-du-Québec,48,13,665,1215,817,114,56,1267,1605,65,48.755222841,286.81093315
Région,Région inconnue,1,0,39,38,22,2,4,40,62,3,49.254901961,310.8627451
