Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - DES,104,49,309,6026,2901,304,677,4634,5059,35,51.690704632,271.91241102
Diplôme maximum obtenu,Secondaire - DEP,26,11,78,1474,1063,103,106,1345,1410,3,55.82722323,303.87041742
Diplôme maximum obtenu,Secondaire - ASP,3,4,13,131,89,4,15,99,145,0,55.663934426,310.90983607
Diplôme maximum obtenu,Collégial - AEC,7,4,1,443,255,34,70,380,364,0,54.091397849,249.2311828
Diplôme maximum obtenu,Collégial - DEC général,8,3,7,724,206,21,108,466,503,0,53.338493292,265.52218782
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,4,744,305,46,98,602,514,2,53.638888889,234.13261649
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,243,83,11,58,168,172,0,53.685294118,245.02352941
Diplôme maximum obtenu,Universitaire - Baccalauréat,11,6,4,816,265,42,232,597,547,0,54.631993007,229.9256993
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,5,2,0,130,62,10,61,110,99,0,56.167464115,212.09569378
Diplôme maximum obtenu,Inconnu,263,119,10548,9182,6278,1623,2844,11961,16052,1324,45.124585014,266.29264984
Durée cumulative,Premier mois,0,0,0,0,0,10,1,3,7,10,18,1
Durée cumulative,De 2 à 5 mois,0,0,0,1,0,69,11,25,45,64,21.271428571,3.5142857143
Durée cumulative,De 6 à 11 mois,0,0,0,2,0,105,7,42,65,95,22.280373832,8.4859813084
Durée cumulative,De 12 à 23 mois,0,0,0,2,3,212,15,84,133,177,25.396313364,17.516129032
Durée cumulative,De 24 à 47 mois,0,0,9,20,16,338,24,163,220,271,29.879895561,35.968668407
Durée cumulative,De 48 à 119 mois,92,61,2014,3991,2168,756,1335,3576,5506,1462,34.787932174,92.908390222
Durée cumulative,120 mois et plus,765,394,16450,33055,20248,1649,5692,32830,39731,0,50.722151018,309.41256322
Types de diagnostics,Visuel,857,0,0,0,0,0,135,367,490,6,51.232205368,299.07351225
Types de diagnostics,Auditif et de la parole,0,455,0,0,0,0,86,236,219,3,49.602197802,272.91648352
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18473,0,0,0,919,8565,9908,414,44.432414876,302.87776755
Types de diagnostics,Santé mentale,0,0,0,37071,0,0,3307,14881,22190,602,48.913679156,279.76852526
Types de diagnostics,Physique,0,0,0,0,22435,0,2391,11289,11146,154,52.488254959,285.91722755
Types de diagnostics,Autres,0,0,0,0,0,3139,247,1385,1754,900,44.368907295,175.98725709
Région,01 - Bas-Saint-Laurent,16,8,690,1088,718,93,18,1146,1467,66,50.054343666,301.46727899
Région,02 - Saguenay-Lac-Saint-Jean,29,13,824,1285,977,122,23,1500,1750,88,48.865538462,300.42184615
Région,03 - Capitale-Nationale,68,25,1404,3292,1566,256,226,2867,3744,136,49.742247769,299.36862804
Région,04 - Mauricie,34,18,936,1804,1054,118,70,1807,2157,67,49.375882947,302.41069627
Région,05 - Estrie,58,30,1500,2591,1583,235,241,2659,3338,135,48.702517926,286.31849258
Région,06 - Montréal,224,148,3457,10263,5456,683,4482,8634,11597,416,49.587168207,279.99352479
Région,07 - Outaouais,45,21,878,1709,1079,189,197,1816,2105,93,48.712063249,274.42846213
Région,08 - Abitibi-Témiscamingue,16,8,419,538,406,67,8,668,786,29,49.233837689,300.53026135
Région,09 - Côte-Nord,10,5,221,306,220,34,6,341,455,18,48.954773869,307.3379397
Région,10 - Nord-du-Québec,3,0,45,93,69,15,1,93,132,4,44.773333333,251.71555556
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,370,521,453,58,11,655,775,26,50.069230769,306.35174825
Région,12 - Chaudière-Appalaches,30,16,1061,1535,959,170,49,1714,2057,117,48.542031291,285.98886237
Région,13 - Laval,40,26,762,1300,890,126,700,1435,1709,107,47.746501272,250.70069975
Région,14 - Lanaudière,45,22,1154,1851,1382,232,139,2112,2574,184,46.84869825,271.14255228
Région,15 - Laurentides,38,19,1278,2381,1540,235,166,2523,2968,174,47.585321435,274.32016026
Région,16 - Montérégie,133,75,2766,5254,3244,392,689,5444,6420,350,47.627528658,272.6434592
Région,17 - Centre-du-Québec,47,13,668,1220,816,111,54,1265,1610,66,48.832695652,287.33913043
Région,Région inconnue,1,0,40,40,23,3,5,44,63,3,49.46728972,313.94392523
