Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,5,1,0,129,62,10,60,108,99,0,56.193236715,212.24154589
Diplôme maximum obtenu,Inconnu,261,119,10456,9121,6205,1654,2834,11861,15955,1353,45.021138913,265.84836066
Durée cumulative,Premier mois,0,0,0,0,0,12,2,6,6,11,20.583333333,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,57,4,19,38,53,20.263157895,3.6666666667
Durée cumulative,De 6 à 11 mois,0,0,0,1,0,115,13,45,71,102,22.551724138,8.3103448276
Durée cumulative,De 12 à 23 mois,0,0,0,4,3,216,16,91,132,184,25.116591928,17.206278027
Durée cumulative,De 24 à 47 mois,1,1,10,18,13,355,29,151,247,290,28.959798995,35.346733668
Durée cumulative,De 48 à 119 mois,95,65,1959,3968,2134,795,1329,3547,5469,1461,34.751220053,92.974489796
Durée cumulative,120 mois et plus,758,389,16423,32952,20061,1631,5684,32635,39579,0,50.653515939,309.14951394
Types de diagnostics,Visuel,854,0,0,0,0,0,138,364,490,7,51.003512881,297.05737705
Types de diagnostics,Auditif et de la parole,0,455,0,0,0,0,82,238,217,2,49.753846154,273.53186813
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18392,0,0,0,931,8529,9863,407,44.439321444,302.97188995
Types de diagnostics,Santé mentale,0,0,0,36943,0,0,3295,14768,22175,579,48.839888477,279.68026419
Types de diagnostics,Physique,0,0,0,0,22211,0,2377,11201,11010,138,52.470937824,286.13943541
Types de diagnostics,Autres,0,0,0,0,0,3181,254,1394,1787,968,43.730902232,171.07733417
Région,01 - Bas-Saint-Laurent,15,7,681,1089,715,93,18,1137,1463,62,50.054230769,300.72423077
Région,02 - Saguenay-Lac-Saint-Jean,29,13,821,1283,956,125,23,1482,1745,81,48.831732259,300.84629687
Région,03 - Capitale-Nationale,67,25,1401,3279,1540,260,223,2858,3714,139,49.688374924,299.31558125
Région,04 - Mauricie,35,17,935,1787,1049,117,69,1796,2144,72,49.311675127,302.22918782
Région,05 - Estrie,59,30,1483,2573,1570,236,245,2641,3310,131,48.70525962,286.17879348
Région,06 - Montréal,226,145,3440,10196,5395,689,4457,8562,11529,431,49.481409586,279.74963914
Région,07 - Outaouais,45,22,879,1696,1080,185,198,1796,2111,91,48.694394676,274.15664192
Région,08 - Abitibi-Témiscamingue,14,8,418,541,402,68,8,663,788,24,49.16815989,300.06547209
Région,09 - Côte-Nord,9,5,218,301,219,34,6,336,450,18,48.784987277,306.27608142
Région,10 - Nord-du-Québec,3,0,45,92,67,15,1,91,131,5,44.900900901,254.46846847
Région,11 - Gaspésie-Îles-de-la-Madeleine,21,8,369,508,447,60,11,656,757,28,49.99646143,306.06086341
Région,12 - Chaudière-Appalaches,29,15,1056,1534,957,179,52,1712,2058,121,48.553580902,286.41352785
Région,13 - Laval,41,27,768,1316,882,131,710,1432,1733,117,47.635387046,249.62812006
Région,14 - Lanaudière,44,22,1142,1847,1361,236,139,2098,2554,184,46.694325021,270.44260533
Région,15 - Laurentides,35,22,1272,2370,1530,241,165,2501,2969,177,47.516636197,273.89890311
Région,16 - Montérégie,133,75,2764,5267,3217,397,688,5427,6426,352,47.557327259,272.69585759
Région,17 - Centre-du-Québec,48,14,660,1222,803,113,58,1265,1595,64,48.756993007,286.96258741
Région,Région inconnue,1,0,40,42,21,2,6,41,65,4,48.820754717,309.46226415
