Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Région,06 - Montréal,221,140,3420,10053,5242,716,4416,8404,11388,452,49.374545271,279.11999798
Région,07 - Outaouais,43,21,867,1682,1075,184,199,1774,2098,83,48.765754132,275.43130165
Région,08 - Abitibi-Témiscamingue,13,8,417,542,388,69,9,653,784,29,49.010438413,299.77661795
Région,09 - Côte-Nord,9,4,215,303,214,35,7,328,452,20,48.626923077,303.87820513
Région,10 - Nord-du-Québec,3,0,44,90,66,14,1,87,130,3,44.543778802,251.74654378
Région,11 - Gaspésie-Îles-de-la-Madeleine,18,8,358,505,433,60,11,639,743,30,49.783646889,305.21345876
Région,12 - Chaudière-Appalaches,29,14,1046,1534,964,184,52,1705,2066,126,48.501193317,285.23654203
Région,13 - Laval,43,27,759,1318,875,136,701,1425,1733,108,47.591830272,249.65706143
Région,14 - Lanaudière,43,19,1145,1848,1370,234,143,2100,2559,170,46.654217643,270.73771196
Région,15 - Laurentides,36,24,1257,2370,1514,247,170,2486,2962,195,47.503303965,273.41244493
Région,16 - Montérégie,138,73,2742,5264,3162,410,694,5384,6405,357,47.438289931,272.18788701
Région,17 - Centre-du-Québec,49,13,659,1211,786,111,58,1250,1579,60,48.636267232,287.27394839
Région,Région inconnue,2,0,41,41,20,3,8,39,68,4,48.990654206,314.30841121
